suburb,state,postcode,details,suburb_hyphen,link
boompa,qld,4621,,boompa,https://www.realestate.com.au/qld/boompa-4621/
boona mount,nsw,2877,,boona-mount,https://www.realestate.com.au/nsw/boona-mount-2877/
boonah,vic,3235,,boonah,https://www.realestate.com.au/vic/boonah-3235/
boonah,qld,4310,,boonah,https://www.realestate.com.au/qld/boonah-4310/
boonal,nsw,2409,,boonal,https://www.realestate.com.au/nsw/boonal-2409/
boonanarring,wa,6503,,boonanarring,https://www.realestate.com.au/wa/boonanarring-6503/
boonara,qld,4601,,boonara,https://www.realestate.com.au/qld/boonara-4601/
boonarga,qld,4413,,boonarga,https://www.realestate.com.au/qld/boonarga-4413/
boondall,qld,4034,,boondall,https://www.realestate.com.au/qld/boondall-4034/
boondandilla,qld,4406,,boondandilla,https://www.realestate.com.au/qld/boondandilla-4406/
boondooma,qld,4613,,boondooma,https://www.realestate.com.au/qld/boondooma-4613/
boonerdo,sa,5633,,boonerdo,https://www.realestate.com.au/sa/boonerdo-5633/
boonoo boonoo,nsw,2372,,boonoo-boonoo,https://www.realestate.com.au/nsw/boonoo-boonoo-2372/
boonooroo,qld,4650,,boonooroo,https://www.realestate.com.au/qld/boonooroo-4650/
boonooroo plains,qld,4650,,boonooroo-plains,https://www.realestate.com.au/qld/boonooroo-plains-4650/
boorabbin,wa,6429,,boorabbin,https://www.realestate.com.au/wa/boorabbin-6429/
boorabee park,nsw,2480,,boorabee-park,https://www.realestate.com.au/nsw/boorabee-park-2480/
booragoon,wa,6154,,booragoon,https://www.realestate.com.au/wa/booragoon-6154/
booragul,nsw,2284,,booragul,https://www.realestate.com.au/nsw/booragul-2284/
booral,nsw,2425,,booral,https://www.realestate.com.au/nsw/booral-2425/
booral,qld,4655,,booral,https://www.realestate.com.au/qld/booral-4655/
booralaming,wa,6475,,booralaming,https://www.realestate.com.au/wa/booralaming-6475/
booran road po,vic,3163,,booran-road-po,https://www.realestate.com.au/vic/booran-road-po-3163/
boorara,wa,6431,,boorara,https://www.realestate.com.au/wa/boorara-6431/
boorara brook,wa,6262,,boorara-brook,https://www.realestate.com.au/wa/boorara-brook-6262/
boorcan,vic,3265,,boorcan,https://www.realestate.com.au/vic/boorcan-3265/
boorga,nsw,2652,,boorga,https://www.realestate.com.au/nsw/boorga-2652/
boorganna,nsw,2429,,boorganna,https://www.realestate.com.au/nsw/boorganna-2429/
boorhaman,vic,3678,,boorhaman,https://www.realestate.com.au/vic/boorhaman-3678/
boorhaman east,vic,3678,,boorhaman-east,https://www.realestate.com.au/vic/boorhaman-east-3678/
boorhaman north,vic,3685,,boorhaman-north,https://www.realestate.com.au/vic/boorhaman-north-3685/
boorolite,vic,3723,,boorolite,https://www.realestate.com.au/vic/boorolite-3723/
boorolong,nsw,2350,,boorolong,https://www.realestate.com.au/nsw/boorolong-2350/
booroobin,qld,4552,,booroobin,https://www.realestate.com.au/qld/booroobin-4552/
boorook,nsw,2372,,boorook,https://www.realestate.com.au/nsw/boorook-2372/
boorool,vic,3953,,boorool,https://www.realestate.com.au/vic/boorool-3953/
boorooma,nsw,2650,,boorooma,https://www.realestate.com.au/nsw/boorooma-2650/
booroorban,nsw,2710,,booroorban,https://www.realestate.com.au/nsw/booroorban-2710/
boorowa,nsw,2586,,boorowa,https://www.realestate.com.au/nsw/boorowa-2586/
boors plain,sa,5554,,boors-plain,https://www.realestate.com.au/sa/boors-plain-5554/
boort,vic,3537,,boort,https://www.realestate.com.au/vic/boort-3537/
boosey,vic,3730,,boosey,https://www.realestate.com.au/vic/boosey-3730/
bootawa,nsw,2430,,bootawa,https://www.realestate.com.au/nsw/bootawa-2430/
bootenal,wa,6532,,bootenal,https://www.realestate.com.au/wa/bootenal-6532/
booth,act,2620,,booth,https://www.realestate.com.au/act/booth-2620/
boothendarra,wa,6521,,boothendarra,https://www.realestate.com.au/wa/boothendarra-6521/
booti booti,nsw,2428,,booti-booti,https://www.realestate.com.au/nsw/booti-booti-2428/
booubyjan,qld,4601,,booubyjan,https://www.realestate.com.au/qld/booubyjan-4601/
booval,qld,4304,,booval,https://www.realestate.com.au/qld/booval-4304/
booval fair,qld,4304,po boxes,booval-fair,https://www.realestate.com.au/qld/booval-fair-4304/
north booval,qld,4304,,north-booval,https://www.realestate.com.au/qld/north-booval-4304/
booyal,qld,4671,,booyal,https://www.realestate.com.au/qld/booyal-4671/
booyong,nsw,2480,,booyong,https://www.realestate.com.au/nsw/booyong-2480/
bora ridge,nsw,2471,,bora-ridge,https://www.realestate.com.au/nsw/bora-ridge-2471/
borah creek,nsw,2346,,borah-creek,https://www.realestate.com.au/nsw/borah-creek-2346/
borallon,qld,4306,,borallon,https://www.realestate.com.au/qld/borallon-4306/
boralma,vic,3682,,boralma,https://www.realestate.com.au/vic/boralma-3682/
borambil,nsw,2343,,borambil,https://www.realestate.com.au/nsw/borambil-2343/
borambola,nsw,2650,,borambola,https://www.realestate.com.au/nsw/borambola-2650/
boranup,wa,6286,,boranup,https://www.realestate.com.au/wa/boranup-6286/
borden,wa,6338,,borden,https://www.realestate.com.au/wa/borden-6338/
border ranges,nsw,2474,,border-ranges,https://www.realestate.com.au/nsw/border-ranges-2474/
borderdale,wa,6320,,borderdale,https://www.realestate.com.au/wa/borderdale-6320/
bordertown,sa,5268,,bordertown,https://www.realestate.com.au/sa/bordertown-5268/
bordertown south,sa,5268,,bordertown-south,https://www.realestate.com.au/sa/bordertown-south-5268/
boree,nsw,2800,,boree,https://www.realestate.com.au/nsw/boree-2800/
boree creek,nsw,2652,,boree-creek,https://www.realestate.com.au/nsw/boree-creek-2652/
boreen point,qld,4565,,boreen-point,https://www.realestate.com.au/qld/boreen-point-4565/
borenore,nsw,2800,,borenore,https://www.realestate.com.au/nsw/borenore-2800/
bornes hill,vic,3379,,bornes-hill,https://www.realestate.com.au/vic/bornes-hill-3379/
bornholm,wa,6330,,bornholm,https://www.realestate.com.au/wa/bornholm-6330/
boro,nsw,2622,,boro,https://www.realestate.com.au/nsw/boro-2622/
boronia,vic,3155,,boronia,https://www.realestate.com.au/vic/boronia-3155/
boronia heights,qld,4124,,boronia-heights,https://www.realestate.com.au/qld/boronia-heights-4124/
bororen,qld,4678,,bororen,https://www.realestate.com.au/qld/bororen-4678/
lower boro,nsw,2580,,lower-boro,https://www.realestate.com.au/nsw/lower-boro-2580/
borrika,sa,5309,,borrika,https://www.realestate.com.au/sa/borrika-5309/
borroloola,nt,0854,,borroloola,https://www.realestate.com.au/nt/borroloola-0854/
borung,vic,3518,,borung,https://www.realestate.com.au/vic/borung-3518/
boscabel,wa,6394,,boscabel,https://www.realestate.com.au/wa/boscabel-6394/
bossley park,nsw,2176,,bossley-park,https://www.realestate.com.au/nsw/bossley-park-2176/
bostobrick,nsw,2453,,bostobrick,https://www.realestate.com.au/nsw/bostobrick-2453/
bostocks creek,vic,3260,,bostocks-creek,https://www.realestate.com.au/vic/bostocks-creek-3260/
boston,sa,5607,,boston,https://www.realestate.com.au/sa/boston-5607/
point boston,sa,5607,,point-boston,https://www.realestate.com.au/sa/point-boston-5607/
bosworth,sa,5720,,bosworth,https://www.realestate.com.au/sa/bosworth-5720/
botanic ridge,vic,3977,,botanic-ridge,https://www.realestate.com.au/vic/botanic-ridge-3977/
botany,nsw,2019,,botany,https://www.realestate.com.au/nsw/botany-2019/
port botany,nsw,2036,,port-botany,https://www.realestate.com.au/nsw/port-botany-2036/
bothwell,tas,7030,,bothwell,https://www.realestate.com.au/tas/bothwell-7030/
botobolar,nsw,2850,,botobolar,https://www.realestate.com.au/nsw/botobolar-2850/
bottle creek,nsw,2469,,bottle-creek,https://www.realestate.com.au/nsw/bottle-creek-2469/
lower bottle creek,nsw,2469,,lower-bottle-creek,https://www.realestate.com.au/nsw/lower-bottle-creek-2469/
bouddi,nsw,2251,,bouddi,https://www.realestate.com.au/nsw/bouddi-2251/
boulder,wa,6432,,boulder,https://www.realestate.com.au/wa/boulder-6432/
boulder creek,qld,4714,,boulder-creek,https://www.realestate.com.au/qld/boulder-creek-4714/
bouldercombe,qld,4702,,bouldercombe,https://www.realestate.com.au/qld/bouldercombe-4702/
south boulder,wa,6432,,south-boulder,https://www.realestate.com.au/wa/south-boulder-6432/
boulia,qld,4829,,boulia,https://www.realestate.com.au/qld/boulia-4829/
boundain,wa,6312,,boundain,https://www.realestate.com.au/wa/boundain-6312/
boundary bend,vic,3599,,boundary-bend,https://www.realestate.com.au/vic/boundary-bend-3599/
bourbah,nsw,2828,,bourbah,https://www.realestate.com.au/nsw/bourbah-2828/
bourke,nsw,2840,,bourke,https://www.realestate.com.au/nsw/bourke-2840/
bourkelands,nsw,2650,,bourkelands,https://www.realestate.com.au/nsw/bourkelands-2650/
north bourke,nsw,2840,,north-bourke,https://www.realestate.com.au/nsw/north-bourke-2840/
bournda,nsw,2548,,bournda,https://www.realestate.com.au/nsw/bournda-2548/
bournewood,nsw,2868,,bournewood,https://www.realestate.com.au/nsw/bournewood-2868/
bouvard,wa,6211,,bouvard,https://www.realestate.com.au/wa/bouvard-6211/
bovell,wa,6280,,bovell,https://www.realestate.com.au/wa/bovell-6280/
bow bowing,nsw,2566,,bow-bowing,https://www.realestate.com.au/nsw/bow-bowing-2566/
bow bridge,wa,6333,,bow-bridge,https://www.realestate.com.au/wa/bow-bridge-6333/
bowan park,nsw,2864,,bowan-park,https://www.realestate.com.au/nsw/bowan-park-2864/
bowden,sa,5007,,bowden,https://www.realestate.com.au/sa/bowden-5007/
bowelling,wa,6225,,bowelling,https://www.realestate.com.au/wa/bowelling-6225/
bowen,qld,4805,,bowen,https://www.realestate.com.au/qld/bowen-4805/
bowen hills,qld,4006,,bowen-hills,https://www.realestate.com.au/qld/bowen-hills-4006/
bowen mountain,nsw,2753,,bowen-mountain,https://www.realestate.com.au/nsw/bowen-mountain-2753/
bowenfels,nsw,2790,,bowenfels,https://www.realestate.com.au/nsw/bowenfels-2790/
bowenvale,vic,3465,,bowenvale,https://www.realestate.com.au/vic/bowenvale-3465/
bowenville,qld,4404,,bowenville,https://www.realestate.com.au/qld/bowenville-4404/
south bowenfels,nsw,2790,,south-bowenfels,https://www.realestate.com.au/nsw/south-bowenfels-2790/
bower,sa,5374,,bower,https://www.realestate.com.au/sa/bower-5374/
fairy bower,qld,4700,,fairy-bower,https://www.realestate.com.au/qld/fairy-bower-4700/
bowes,wa,6535,,bowes,https://www.realestate.com.au/wa/bowes-6535/
east bowes,wa,6535,,east-bowes,https://www.realestate.com.au/wa/east-bowes-6535/
boweya,vic,3675,,boweya,https://www.realestate.com.au/vic/boweya-3675/
boweya north,vic,3675,,boweya-north,https://www.realestate.com.au/vic/boweya-north-3675/
bowgada,wa,6623,,bowgada,https://www.realestate.com.au/wa/bowgada-6623/
bowhill,sa,5238,,bowhill,https://www.realestate.com.au/sa/bowhill-5238/
bowillia,sa,5461,,bowillia,https://www.realestate.com.au/sa/bowillia-5461/
bowling alley point,nsw,2340,,bowling-alley-point,https://www.realestate.com.au/nsw/bowling-alley-point-2340/
bowman,nsw,2422,,bowman,https://www.realestate.com.au/nsw/bowman-2422/
bowman farm,nsw,2422,,bowman-farm,https://www.realestate.com.au/nsw/bowman-farm-2422/
bowmans,sa,5550,,bowmans,https://www.realestate.com.au/sa/bowmans-5550/
bowmans creek,nsw,2330,,bowmans-creek,https://www.realestate.com.au/nsw/bowmans-creek-2330/
bowmans forest,vic,3735,,bowmans-forest,https://www.realestate.com.au/vic/bowmans-forest-3735/
bowna,nsw,2644,,bowna,https://www.realestate.com.au/nsw/bowna-2644/
bowning,nsw,2582,,bowning,https://www.realestate.com.au/nsw/bowning-2582/
bowral,nsw,2576,,bowral,https://www.realestate.com.au/nsw/bowral-2576/
east bowral,nsw,2576,,east-bowral,https://www.realestate.com.au/nsw/east-bowral-2576/
bowraville,nsw,2449,,bowraville,https://www.realestate.com.au/nsw/bowraville-2449/
bowser,vic,3678,,bowser,https://www.realestate.com.au/vic/bowser-3678/
box head,nsw,2257,,box-head,https://www.realestate.com.au/nsw/box-head-2257/
box hill,nsw,2765,,box-hill,https://www.realestate.com.au/nsw/box-hill-2765/
box hill,vic,3128,,box-hill,https://www.realestate.com.au/vic/box-hill-3128/
box hill central,vic,3128,,box-hill-central,https://www.realestate.com.au/vic/box-hill-central-3128/
box hill north,vic,3129,,box-hill-north,https://www.realestate.com.au/vic/box-hill-north-3129/
box hill south,vic,3128,,box-hill-south,https://www.realestate.com.au/vic/box-hill-south-3128/
box ridge,nsw,2357,,box-ridge,https://www.realestate.com.au/nsw/box-ridge-2357/
boxers creek,nsw,2580,,boxers-creek,https://www.realestate.com.au/nsw/boxers-creek-2580/
boxwood,vic,3725,,boxwood,https://www.realestate.com.au/vic/boxwood-3725/
boxwood hill,wa,6338,,boxwood-hill,https://www.realestate.com.au/wa/boxwood-hill-6338/
boya,wa,6056,,boya,https://www.realestate.com.au/wa/boya-6056/
boyanup,wa,6237,,boyanup,https://www.realestate.com.au/wa/boyanup-6237/
boyatup,wa,6450,,boyatup,https://www.realestate.com.au/wa/boyatup-6450/
north boyanup,wa,6237,,north-boyanup,https://www.realestate.com.au/wa/north-boyanup-6237/
boydtown,nsw,2551,,boydtown,https://www.realestate.com.au/nsw/boydtown-2551/
boyer,tas,7140,,boyer,https://www.realestate.com.au/tas/boyer-7140/
boyerine,wa,6316,,boyerine,https://www.realestate.com.au/wa/boyerine-6316/
boyland,qld,4275,,boyland,https://www.realestate.com.au/qld/boyland-4275/
boyne island,qld,4680,,boyne-island,https://www.realestate.com.au/qld/boyne-island-4680/
boyne valley,qld,4680,,boyne-valley,https://www.realestate.com.au/qld/boyne-valley-4680/
boynedale,qld,4680,,boynedale,https://www.realestate.com.au/qld/boynedale-4680/
boyneside,qld,4610,,boyneside,https://www.realestate.com.au/qld/boyneside-4610/
boynewood,qld,4626,,boynewood,https://www.realestate.com.au/qld/boynewood-4626/
boyup brook,wa,6244,,boyup-brook,https://www.realestate.com.au/wa/boyup-brook-6244/
brabham,wa,6055,,brabham,https://www.realestate.com.au/wa/brabham-6055/
bracalba,qld,4512,,bracalba,https://www.realestate.com.au/qld/bracalba-4512/
bracewell,qld,4695,,bracewell,https://www.realestate.com.au/qld/bracewell-4695/
bracken ridge,qld,4017,,bracken-ridge,https://www.realestate.com.au/qld/bracken-ridge-4017/
bracknell,tas,7302,,bracknell,https://www.realestate.com.au/tas/bracknell-7302/
bradbury,nsw,2560,,bradbury,https://www.realestate.com.au/nsw/bradbury-2560/
bradbury,sa,5153,,bradbury,https://www.realestate.com.au/sa/bradbury-5153/
braddon,act,2612,,braddon,https://www.realestate.com.au/act/braddon-2612/
bradfield,nsw,2556,,bradfield,https://www.realestate.com.au/nsw/bradfield-2556/
bradford,vic,3463,,bradford,https://www.realestate.com.au/vic/bradford-3463/
bradshaw,nt,0852,,bradshaw,https://www.realestate.com.au/nt/bradshaw-0852/
bradvale,vic,3361,,bradvale,https://www.realestate.com.au/vic/bradvale-3361/
brady creek,sa,5381,,brady-creek,https://www.realestate.com.au/sa/brady-creek-5381/
bradys lake,tas,7140,,bradys-lake,https://www.realestate.com.au/tas/bradys-lake-7140/
braefield,nsw,2339,,braefield,https://www.realestate.com.au/nsw/braefield-2339/
braemar,nsw,2575,wingecarribee shire council,braemar,https://www.realestate.com.au/nsw/braemar-2575/
braemar bay,nsw,2628,snowy monaro regional council,braemar-bay,https://www.realestate.com.au/nsw/braemar-bay-2628/
braemeadows,qld,4850,,braemeadows,https://www.realestate.com.au/qld/braemeadows-4850/
braemore,qld,4313,,braemore,https://www.realestate.com.au/qld/braemore-4313/
braeside,vic,3195,,braeside,https://www.realestate.com.au/vic/braeside-3195/
brahma lodge,sa,5109,,brahma-lodge,https://www.realestate.com.au/sa/brahma-lodge-5109/
braidwood,nsw,2622,,braidwood,https://www.realestate.com.au/nsw/braidwood-2622/
braitling,nt,0870,,braitling,https://www.realestate.com.au/nt/braitling-0870/
bramfield,sa,5670,,bramfield,https://www.realestate.com.au/sa/bramfield-5670/
bramley,wa,6285,,bramley,https://www.realestate.com.au/wa/bramley-6285/
bramston beach,qld,4871,,bramston-beach,https://www.realestate.com.au/qld/bramston-beach-4871/
branch creek,qld,4625,,branch-creek,https://www.realestate.com.au/qld/branch-creek-4625/
branchview,qld,4352,,branchview,https://www.realestate.com.au/qld/branchview-4352/
branditt,vic,3631,,branditt,https://www.realestate.com.au/vic/branditt-3631/
brandon,qld,4808,,brandon,https://www.realestate.com.au/qld/brandon-4808/
brandon park,vic,3150,po boxes,brandon-park,https://www.realestate.com.au/vic/brandon-park-3150/
brandum,tas,7304,,brandum,https://www.realestate.com.au/tas/brandum-7304/
brandy creek,vic,3821,,brandy-creek,https://www.realestate.com.au/vic/brandy-creek-3821/
brandy creek,qld,4800,,brandy-creek,https://www.realestate.com.au/qld/brandy-creek-4800/
brandy hill,nsw,2324,,brandy-hill,https://www.realestate.com.au/nsw/brandy-hill-2324/
branxholm,tas,7261,,branxholm,https://www.realestate.com.au/tas/branxholm-7261/
branxholme,vic,3302,,branxholme,https://www.realestate.com.au/vic/branxholme-3302/
branxton,nsw,2335,,branxton,https://www.realestate.com.au/nsw/branxton-2335/
east branxton,nsw,2335,,east-branxton,https://www.realestate.com.au/nsw/east-branxton-2335/
branyan,qld,4670,,branyan,https://www.realestate.com.au/qld/branyan-4670/
brassall,qld,4305,,brassall,https://www.realestate.com.au/qld/brassall-4305/
braunstone,nsw,2460,,braunstone,https://www.realestate.com.au/nsw/braunstone-2460/
bravington,vic,3821,,bravington,https://www.realestate.com.au/vic/bravington-3821/
brawboy,nsw,2337,,brawboy,https://www.realestate.com.au/nsw/brawboy-2337/
bray,sa,5276,,bray,https://www.realestate.com.au/sa/bray-5276/
bray park,nsw,2484,,bray-park,https://www.realestate.com.au/nsw/bray-park-2484/
bray park,qld,4500,,bray-park,https://www.realestate.com.au/qld/bray-park-4500/
braybrook,vic,3019,,braybrook,https://www.realestate.com.au/vic/braybrook-3019/
brays creek,nsw,2484,,brays-creek,https://www.realestate.com.au/nsw/brays-creek-2484/
brayton,nsw,2579,,brayton,https://www.realestate.com.au/nsw/brayton-2579/
brazier,wa,6251,,brazier,https://www.realestate.com.au/wa/brazier-6251/
breadalbane,nsw,2581,,breadalbane,https://www.realestate.com.au/nsw/breadalbane-2581/
breadalbane,qld,4800,,breadalbane,https://www.realestate.com.au/qld/breadalbane-4800/
breadalbane,tas,7258,,breadalbane,https://www.realestate.com.au/tas/breadalbane-7258/
breakaway,qld,4825,,breakaway,https://www.realestate.com.au/qld/breakaway-4825/
breakaway creek,vic,3303,,breakaway-creek,https://www.realestate.com.au/vic/breakaway-creek-3303/
breakfast creek,nsw,2849,,breakfast-creek,https://www.realestate.com.au/nsw/breakfast-creek-2849/
breakfast point,nsw,2137,,breakfast-point,https://www.realestate.com.au/nsw/breakfast-point-2137/
breakwater,vic,3219,,breakwater,https://www.realestate.com.au/vic/breakwater-3219/
bream beach,nsw,2540,,bream-beach,https://www.realestate.com.au/nsw/bream-beach-2540/
bream creek,tas,7175,,bream-creek,https://www.realestate.com.au/tas/bream-creek-7175/
breamlea,vic,3227,,breamlea,https://www.realestate.com.au/vic/breamlea-3227/
bredbo,nsw,2626,,bredbo,https://www.realestate.com.au/nsw/bredbo-2626/
breddan,qld,4820,,breddan,https://www.realestate.com.au/qld/breddan-4820/
